prod_id,title,main_cat,sub_cat,category_id,desc,homepage_rank,is_original,is_active,format_id,photographer_id,year_taken
2787,Photograph of Purdue Football Stadium - Boilermaker Football - 11x14 photo w/ 14x18 mat,College Football,Big Ten College Stadiums,5,Free Return Shipping.  This Big Ten College Stadiums photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photo features an inside view of Ross-Ade Stadium after the Boilermakers defeated IU in the final game of the 2000 season.  This victory made Purdue the Big Ten champs and clinched a spot in the Rose Bowl.  Once the game ended the entire crowd stormed the field to celebrate with the players.  College Stadium Main Page,0,TRUE,TRUE,1,1,2001
2794,Photograph of Lincoln Park Lagoon - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Cityscape,24,Free Return Shipping.  This Chicago Cityscape photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This color photo captures the Lincoln Park lagoon on a cool Autumn day.   This photograph was taken on Fullerton Street which crosses right above the lagoon.,0,TRUE,TRUE,1,1,2001
2801,Photo of Water Tower During Winter Season - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Chicago Water Tower,32,Free Return Shipping.  This Chicago Water Tower photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2802,Photograph of Chicago Water Tower & Holiday Lights - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Chicago Water Tower,32,"Free Return Shipping.  This Chicago Water Tower photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a great color photograph of the historic landmark building, the Water Tower, lit up during the holiday season.   The water tower was the only public building in the burned zone to survive the Great Chicago Fire of 1871. Currently it is the only surviving structure still standing.",0,TRUE,TRUE,1,1,2001
2803,Photograph of Fireworks at the Wrigley Building - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Wrigley Building,59,Free Return Shipping.  This Wrigley Building photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph features the Wrigley Building lit up at night as fireworks explode in the nights sky.  The photo was taken on Independence Day as fireworks went of near the Lakefront & Navy Pier.,0,TRUE,TRUE,1,1,2001
2805,Photo of John Hancock Building from North Avenue - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Cityscape,24,Free Return Shipping.  This Chicago Cityscape photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  View this framed photo in a living room This is a color photo taken from North Avenue. The reflections from the street lights on Lake Shore Drive casts a nice glare onto Lake Michigan. It also features the John Hancock building standing tall over the Drake Hotel. There is no option to convert this photo to bw because we have taken the exact shot in black and white already.  Save the extra $15 cost by choosing this black and white version instead.,0,TRUE,TRUE,1,1,2001
2806,Photo of Aerial of Wrigley Field Ballpark - 11x14 photo w/ 14x18 mat,Chicago Cubs,Wrigley Field Aerials,61,"Free Return Shipping.  This Wrigley Field Aerials photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a great aerial photograph of Wrigley Field which reveals the wonderful baseball park known as _The Friendly Confines_  This photo would make a great collector's piece for any die hard Cubs fan.  The picture was taken from a small airplane during a summer day in which Cubs fans turned out to watch a great game  Opened in 1914, Wrigley Field is the second oldest baseball stadium behind Fenway Park.",0,TRUE,TRUE,1,1,2001
2807,Print of Wrigley Field Aerial with Chicago Skyline - 11x14 photo w/ 14x18 mat,Chicago Cubs,Wrigley Field Aerials,61,"Free Return Shipping.  This Wrigley Field Aerials print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  In contrast to the night aerial view of Wrigley Field and the city of Chicago, this photo captures the ballpark and Chicago skyline on a bright, sunny day.��_��__��_��___��_��__��_��____    What a day for a ballgame!",0,TRUE,TRUE,1,1,2001
2808,Photo of Wrigley Field Marquee - Home of Chicago Cubs - 11x14 photo w/ 14x18 mat,Chicago Cubs,Wrigley Field,60,"Free Return Shipping.  This Wrigley Field photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  In this photograph, the picture focuses on the Chicago Cubs Marquee found at the front gates of the Wrigley Confines.  The words 'Home of the Chicago Cubs' are written on the Marquee.  Opened in 1914, Wrigley Field is the second oldest baseball stadium behind Fenway Park.",0,TRUE,TRUE,1,1,2001
2813,Photo of Former Richard M. Daley- Mayor of Chicago for 22 Years-Honorary Chairman of the St. Patrick's Parade - 11x14 photo w/ 14x18 mat,Other Sports Stadiums,Chicago Marathon,28,Free Return Shipping.  This Chicago Marathon photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2814,Photo of Purdue Football Stadium - Ross-Ade Stadium - Go Boilermakers - 11x14 photo w/ 14x18 mat,College Football,Big Ten College Stadiums,5,"Free Return Shipping.  This Big Ten College Stadiums photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This aerial photo features Ross-Ade Stadium, home to the Purdue University Boilermakers Big Ten college football team.",0,TRUE,TRUE,1,1,2001
2815,Photo of Cubs Marquee - Wrigley Field - 11x14 photo w/ 14x18 mat,Chicago Cubs,Wrigley Field,60,"Free Return Shipping.  This Wrigley Field photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  In this photograph, the picture focuses on the Chicago Cubs Marquee found at the front gates of the Wrigley Confines.  The words 'Welcome to Wrigley Field' are written on the Marquee.       Opened in 1914, Wrigley Field is the second oldest baseball stadium behind Fenway Park.",0,TRUE,TRUE,1,1,2001
2817,Photograph of 2008 Chicago Marathon Picture - Runners Downtown Loop - 11x14 photo w/ 14x18 mat,Other Sports Stadiums,Chicago Marathon,28,"Free Return Shipping.  This Chicago Marathon photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a photo of Loop area during the 2007 Lasalle Bank Chicago Marathon.  The start of the race was on Columbus Drive in which the runners then proceeded north.    26 miles later, all the contestants in the race would finish very close to the same spot they began on Columbus.  The winner of the 2007  Lasalle Bank Chicago Marathon was Robert Cheruiyot from Kenya.",0,TRUE,TRUE,1,1,2001
2818,Photo of Chicago Marathon Photo of Runners - 11x14 photo w/ 14x18 mat,Other Sports Stadiums,Chicago Marathon,28,"Free Return Shipping.  This Chicago Marathon photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a photo of Loop area during the 2007 Lasalle Bank Chicago Marathon.  The start of the race was on Columbus Drive in which the runners then proceeded north.    26 miles later, all the contestants in the race would finish very close to the same spot they began on Columbus.  The winner of the 2007  Lasalle Bank Chicago Marathon was Robert Cheruiyot from Kenya.",0,TRUE,TRUE,1,1,2001
2828,Photo of Chicago Bears Night Game - 11x14 photo w/ 14x18 mat,Chicago Bears,Soldier Field,49,"Free Return Shipping.  This Soldier Field photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a photo of the Old Soldier Field before opening kickoff during the 2002 playoffs.  This would be the last game the Bears played in the old stadium before reconstruction.  The photo comes with the option to include a plate that reads:   SOLDIER FIELD THE FINAL GAME  JANUARY 19, 2002",0,TRUE,TRUE,1,1,2001
2837,Photograph of Front View of Soldier Field - 11x14 photo w/ 14x18 mat,Chicago Bears,Soldier Field,49,"Free Return Shipping.  This Soldier Field photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a photo of the front of Solder Field.  The photo was taken during the 2002 playoff season season before construction took place.  The photo comes with the option to include a black plate that reads:     SOLDIER FIELD THE FINAL GAME JANUARY 19, 2002",0,TRUE,TRUE,1,1,2001
2842,Photograph of Chicago Firehouse - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Other Famous Chicago Landmarks,45,Free Return Shipping.  This Other Famous Chicago Landmarks photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2845,Photograph of Chicago Firehouse - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Other Famous Chicago Landmarks,45,Free Return Shipping.  This Other Famous Chicago Landmarks photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2846,Photo of Chicago Board of Trade Building - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Chicago Board Of Trade,23,"Free Return Shipping.  This Chicago Board Of Trade photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  The focal point of this photograph is the front of the Chicago Board of Trade looking down LaSalle Street.  It was established in 1848, and is the world's oldest futures and options exchange.    This photo was taken around 2005.",0,TRUE,TRUE,1,1,2001
2852,Print of Chicago Picasso Sculpture in Daley Plaza - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Chicago Sculptures,29,"Free Return Shipping.  This Chicago Sculptures print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  The Chicago Picasso (often just The Picasso) is an untitled monumental sculpture by Pablo Picasso in Chicago, Illinois. The sculpture, dedicated on 15 August 1967 in Daley Plaza in the Chicago Loop, is 50 feet tall and weighs 162 tons and was the first such major public artwork in Downtown Chicago, and has become a well known landmark.   Visitors to Daley Plaza can often be seen climbing on and sliding down the base of the sculpture.",0,TRUE,TRUE,1,1,2001
2853,Photo of Wisconsin Badger Football - Camp Randall Stadium - 11x14 photo w/ 14x18 mat,College Football,Big Ten College Stadiums,5,"Free Return Shipping.  This Big Ten College Stadiums photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photo features an inside view of Camp Randall Stadium, home to the Wisconsin Badgers Big Ten college football team.  College Stadium Main Page",0,TRUE,TRUE,1,1,2001
2857,Photograph of Notre Dame Football Stadium Photo - 11x14 photo w/ 14x18 mat,College Football,Notre Dame Football,43,"Free Return Shipping.  This Notre Dame Football photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photo features an inside view of Notre Dame Stadium, home to the University of Notre Dame Fighting Irish college football team.  View Notre Dame Series",0,TRUE,TRUE,1,1,2001
2859,Photograph of Streetville Area on the Chicago River - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Cityscape,24,"Free Return Shipping.  This Chicago Cityscape photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  Streeterville is a neighborhood in the Near North Side community area of Chicago, Illinois, United States, north of the Chicago River in",0,TRUE,TRUE,1,1,2001
2864,Photograph of Chicago River & Bridges - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Cityscape,24,"Free Return Shipping.  This Chicago Cityscape photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photo of downtown captures the Chicago River looking East toward Lake Michigan.  Half of the New Orleans Street bridge opens as the sailboats return to the harbor.    Once past this bridge, each boat must then wait for each following bridge to open.",0,TRUE,TRUE,1,1,2001
2865,Photo of Cubs Win! on Scoreboard - 11x14 photo w/ 14x18 mat,Chicago Cubs,Wrigley Field,60,Free Return Shipping.  This Wrigley Field photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a great photo of the Cubs Scoreboard after the Cubs won a game.  Surprisingly the scoreboard is still manually operated.   This picture might also be of interest to any die hard fan or 'Bleacher Bum' who is a regular in the bleacher seats.,0,TRUE,TRUE,1,1,2001
2866,Photograph of Chicago Cubs vs. New York Yankees - 11x14 photo w/ 14x18 mat,Chicago Cubs,Wrigley Field,60,Free Return Shipping.  This Wrigley Field photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph features a look inside Wrigley Field during an interleague game between the Chicago Cubs and New York Yankees.  There is an option to include a black plate below the photo that reads:  INTERLEAGUE CLASSIC CUBS VS. YANKESS  **Check out 2008 Yankee Stadium Prints,0,TRUE,TRUE,1,1,2001
2875,Photograph of 2003 All-Star Game - Chicago White Sox Park - 11x14 photo w/ 14x18 mat,Chicago White Sox,Us Cellular Field,56,Free Return Shipping.  This US Cellular Field photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a photo taken inside U.S. Cellular Field during the start of the 2003 All-Star Game.  During the national anthem the US Flag was spread out over the entire outfield area.,0,TRUE,TRUE,1,1,2001
2878,Photograph of Soldier Field Aerial Picture - 11x14 photo w/ 14x18 mat,Chicago Bears,Soldier Field Aerials,50,Free Return Shipping.  This Soldier Field Aerials photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2879,Photo of Aerial of Soldier Field - 11x14 photo w/ 14x18 mat,Chicago Bears,Soldier Field Aerials,50,Free Return Shipping.  This Soldier Field Aerials photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2883,Photograph of Lakefront Ice & Chicago Skyline - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Cityscape,24,Free Return Shipping.  This Chicago Cityscape photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2884,Print of Billy Goat Tavern Under Michigan Avenue - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Other Famous Chicago Landmarks,45,"Free Return Shipping.  This Other Famous Chicago Landmarks print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  The Billy Goat Tavern is a chain of taverns located in Chicago, Illinois, founded in by Billy Sianis, a Greek immigrant. It achieved fame primarily through newspaper columns by Mike Royko, a supposed curse on the Chicago Cubs, and the Olympia Cafe sketch on Saturday Night Live.",0,TRUE,TRUE,1,1,2001
2899,Photo of Chicago White Sox Night Game - 11x14 photo w/ 14x18 mat,Chicago White Sox,Us Cellular Field,56,Free Return Shipping.  This US Cellular Field photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  What a great night for a ballgame.  Relive the memories of a White Sox game at US Cellular field.,0,TRUE,TRUE,1,1,2001
2900,Photograph of Inside View of New Soldier Field - 11x14 photo w/ 14x18 mat,Chicago Bears,Soldier Field,49,Free Return Shipping.  This Soldier Field photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2901,Picture of Rookery Building Entrance - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Other Famous Chicago Landmarks,45,Free Return Shipping.  This Other Famous Chicago Landmarks picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2904,Photo of Chicago Marathon Runners on Columbus Drive - 11x14 photo w/ 14x18 mat,Other Sports Stadiums,Chicago Marathon,28,"Free Return Shipping.  This Chicago Marathon photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is an aerial photo of Millennium Park during the 2007 Lasalle Bank Chicago Marathon.  The start of the race was on Columbus Drive in which the runners then proceeded north.    26 miles later, all the contestants in the race would finish very close to the same spot they began on Columbus.  The winner of the 2007  Lasalle Bank Chicago Marathon was Robert Cheruiyot from Kenya.",0,TRUE,TRUE,1,1,2001
2905,Photograph of Aerial of Lasalle Bank Marathon - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Aerial Views,20,Free Return Shipping.  This Chicago Aerial Views photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2907,Print of 2007 LaSalle Bank Marathon Looking Down Columbus - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Aerial Views,20,Free Return Shipping.  This Chicago Aerial Views print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2910,Photo of Chicago Bridges & Chicago River - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Cityscape,24,Free Return Shipping.  This Chicago Cityscape photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  View this framed photo in a living room  This Chicago color photo features the opening of the State Street bridge as the sailboats travel on the Chicago river to bring their boats to their harbor or sail on Lake Michigan.  Also featured is the Wrigley building in the center background and the top of the John Hancock building off to the left.,0,TRUE,TRUE,1,1,2001
2911,Photo of Chicago River at Night - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Cityscape,24,Free Return Shipping.  This Chicago Cityscape photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This night view features the Chicago River and and all the surrounding buildings lit up.  The Wrigley Building stands out as the bright lights showcase the great architectural design.  The photograph was taken just West of the State Street bridge.,0,TRUE,TRUE,1,1,2001
2919,Photo of Navy Pier Ferris Wheel - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Navy Pier,42,Free Return Shipping.  This Navy Pier photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2920,Picture of Lion at Art Institute - Xmas Wreath - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Chicago Sculptures,29,Free Return Shipping.  This Chicago Sculptures picture is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph features one of the lion statues that sit right outside the front of the Art Institute of Chicago.   During the holiday season a large Christmas wreath was placed around the neck of the lion.,0,TRUE,TRUE,1,1,2001
2921,Photograph of Chicago Water Tower Firehouse - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Chicago Water Tower,32,Free Return Shipping.  This Chicago Water Tower photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2923,Photo of Michigan Avenue Buidlings - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Millennium Park,40,Free Return Shipping.  This Millennium Park photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2924,Print of Chicago Water Tower & John Hancock Building - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Chicago Water Tower,32,"Free Return Shipping.  This Chicago Water Tower print is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a nice day photograph of the historic landmark, the Water Tower.   The water tower was the only public building in the burned zone to survive the Great Chicago Fire of 1871. Currently it is the only surviving structure still standing.",0,TRUE,TRUE,1,1,2001
2926,Photo of Cubs Bleacher Bums - Cubs vs. Red Sox - 11x14 photo w/ 14x18 mat,Chicago Cubs,Wrigley Field,60,Free Return Shipping.  This Wrigley Field photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a great photo for any Cubs fans that prefers to have a little more fun at the games and decides to sit in the bleachers.  Everyone knows how much fun it can be to watch a game from here on a nice summer day.  The photo also focuses on the Cubs scoreboard which is still manually operated.  Check out new 2008 Fenway Park Pictures,0,TRUE,TRUE,1,1,2001
2927,Photo of Wrigley Field Marquee Cubs vs. Red Sox - 11x14 photo w/ 14x18 mat,Chicago Cubs,Wrigley Field,60,Free Return Shipping.  This Wrigley Field photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a photo taken right outside Wrigley Field of the Cubs Marquee.    It is special in the sense that the Cubs were playing host to the Boston RedSox during an interleauge game.  Check out new 2008 Fenway Park Photos,0,TRUE,TRUE,1,1,2001
2928,Photograph of Chicago Cubs vs. Boston Red Sox - 11x14 photo w/ 14x18 mat,Chicago Cubs,Wrigley Field,60,Free Return Shipping.  This Wrigley Field photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This photograph features a look inside Wrigley Field during an interleague game between the Chicago Cubs and Boston Red Sox.  There is an option to include a black plate below the photo that reads: INTERLEAGUE CLASSIC CUBS VS. RED SOX  **Check out new 2008 Fenway Park Prints,0,TRUE,TRUE,1,1,2001
2930,Photo of Aerial US Cellular Field Ballpark - 11x14 photo w/ 14x18 mat,Chicago White Sox,Us Cellular Field,56,"Free Return Shipping.  This US Cellular Field photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a great aerial photograph of the new Comiskey Park, which was renamed U.S. Cellular Field, in 2003.   If you look hard enough you can find where the home plate from Old Comiskey Park still lays.  However it now sits in a parking lot rather than a ballpark.",0,TRUE,TRUE,1,1,2001
2935,Photograph of US Cellular with USA Flag - White Sox World Series Champion - 11x14 photo w/ 14x18 mat,Chicago White Sox,2005 White Sox Championship,1,Free Return Shipping.  This 2005 White Sox Championship photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a photo taken inside U.S. Cellular Field during the opening ceremonies at game 1 of the 2005 World Series between the Chicago White Sox and Houston Astros.,0,TRUE,TRUE,1,1,2001
2937,Photograph of Chicago White Sox Win Skyline - Buildings - 11x14 photo w/ 14x18 mat,Chicago White Sox,2005 White Sox Championship,1,"Free Return Shipping.  This 2005 White Sox Championship photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a great collector's piece for any true White Sox fan.  After the White Sox won the 2005 World Series, the Chicago skyline looked a little different at night.    On a few buildings the words, 'Sox Win' were written out using the lights from offices within each skyscraper.    This photo also captures one of Chicago great landmarks, the Buckingham Fountain, during the fountain display at night.",0,TRUE,TRUE,1,1,2001
2945,Photograph of Merchandise Mart - Holiday Lights - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Cityscape,24,"Free Return Shipping.  This Chicago Cityscape photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  When opened in 1930, the Merchandise Mart, located in the Near North Side of Chicago was the largest building in the world with 4,000,000 square feet of floor space.  Previously owned by the Marshall Field family, the Mart centralized Chicago's wholesale goods business by consolidating vendors and trade under a single roof.    Massive in its construction, and serving as a monument to early 20th century merchandising and architecture, the art deco landmark anchors the daytime skyline at the junction of the Chicago River branches. With upper levels bathed in colored floodlight, the structure stands out against darker downtown buildings in night views. The building continues to be a leading retailing and wholesale destination, hosting 20,000 visitors and tenants per day.    Did you know that the Merchandise Mart is so large that it had its own ZIP code?  It is 60654.  Finally in 2008, the zip code began to be shared with part of the surrounding area.",0,TRUE,TRUE,1,1,2001
2946,Photograph of The Merchandise Mart w/ Holiday Lights - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Aerial Views,20,Free Return Shipping.  This Chicago Aerial Views photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2952,Photograph of Art Institue Building & Lion - Cubs Helmet - 11x14 photo w/ 14x18 mat,Chicago Cubs,Chicago Cubs Players,25,Free Return Shipping.  This Chicago Cubs Players photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2953,Photograph of Picasso Sculpture with Cubs Helmet - 11x14 photo w/ 14x18 mat,Chicago Cubs,Chicago Cubs Players,25,"Free Return Shipping.  This Chicago Cubs Players photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a photograph of the Picasso Sculpture which is located in the Daly Plaza.  During the Cubs Playoff Season, a large Cubs helmet was placed on the top of the sculpture.",0,TRUE,TRUE,1,1,2001
2958,Photo of US Cellular Field - View Behind Home Plate - 11x14 photo w/ 14x18 mat,Chicago White Sox,Us Cellular Field,56,Free Return Shipping.  This US Cellular Field photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2961,Photograph of Chicago White Sox vs Chicago Cubs - 11x14 photo w/ 14x18 mat,Chicago White Sox,Us Cellular Field,56,Free Return Shipping.  This US Cellular Field photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2963,Photograph of Aerial Chicago River & Bridges Looking East - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Aerial Views,20,"Free Return Shipping.  This Chicago Aerial Views photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This vertical photo of downtown captures the Chicago River looking East with a glimpse of Lake Michigan in the background. At the time the photo was taken, all bridges were down for cars and pedestrians to cross the river.  This photograph also brings out the amazing architecture of Chicago's buildings and skyscrapers.",0,TRUE,TRUE,1,1,2001
2979,Photo of Mackinac Ship & Lighthouse - 11x14 photo w/ 14x18 mat,Chicago Cityscape,Chicago Cityscape,24,Free Return Shipping.  This Chicago Cityscape photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2983,Photo of Water Tower & Holiday Lights - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Chicago Water Tower,32,Free Return Shipping.  This Chicago Water Tower photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
2989,Photo of Navy Pier View From Lake Michigan - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Navy Pier,42,"Free Return Shipping.  This Navy Pier photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a beautiful view of Navy Pier that captures Chicago from a unique angle  The picture was taken from a small airplane and shows the part of the Chicago skyline looking due West .  Aside from the Chicago Skyline, the photo features Navy Pier as it extends out into Lake Michigan.",0,TRUE,TRUE,1,1,2001
3005,Photo of Art Institute Lion with Bears Helmet - 11x14 photo w/ 14x18 mat,Chicago Bears,Chicago Bears Players,21,Free Return Shipping.  This Chicago Bears Players photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
3006,Photograph of Picasso Sculpture with Bears Helmet - 11x14 photo w/ 14x18 mat,Chicago Bears,Chicago Bears Players,21,Free Return Shipping.  This Chicago Bears Players photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
3008,Photo of Dinosaur Sue with Urlacher Jersey - 11x14 photo w/ 14x18 mat,Chicago Bears,Chicago Bears Players,21,Free Return Shipping.  This Chicago Bears Players photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  ,0,TRUE,TRUE,1,1,2001
3014,Photograph of Super Bow XLI - Opening Kickoff - 11x14 photo w/ 14x18 mat,Chicago Bears,Soldier Field,49,Free Return Shipping.  This Soldier Field photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This is a photo of the opening kickoff for SuperBowl XLI between the Chicago Bears and Indianappolis Colts.  The photo comes with the option to include a black plate that reads:     SUPER BOWL XLI BEARS VS. COLTS  2006,0,TRUE,TRUE,1,1,2001
3023,Photograph of The Rookery Building Staircase - Chicago - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Other Famous Chicago Landmarks,45,"Free Return Shipping.  This Other Famous Chicago Landmarks photograph is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This color photograph was taken from the top of the staircase inside the Rookery Building.  This area is most often blocked off from visitors.  The Rookery Building is an historic landmark located in the Loop.  It was completed by John Wellborn Root and Daniel Burnham in 1888, and is considered one of their masterpiece buildings and once housed the office of the famous architects.  The building was listed as a National Historic Landmark on May 15, 1975.",0,TRUE,TRUE,1,1,2001
3024,Photo of Colorful Buckingham Fountain at Night - 11x14 photo w/ 14x18 mat,Chicago Landmarks,Buckingham Fountain,16,Free Return Shipping.  This Buckingham Fountain photo is for sale as a 11x14 photo w/ 14x18 mat.  More sizes available framed and unframed.  This color photograph highlights the Buckingham fountain located in the heart of Grant Park.    The fountain is a great landmark of Chicago which has a light and music show at dusk while the water display runs.   Water from the center jet actually shoots up to 150 feet in the air and the display runs for 20 minutes every hour on the hour.,0,TRUE,TRUE,1,1,2001
